"Unique Line ID","Fiscal Year Ending","County","County Name","Public Safety & Legal Services","Physical Health & Social Services","Mental Health MR, DD","County Environment & Education","Roads & Transportation","Government Services to Residents","Administration","Nonprogram Current","Debt Service","Capital Projects","Sub-Total Expenditures","Operating Transfers Out","Refunded Debt/Escrow","Total Expenditures","Increase (Decrease) in Reserves","Total Ending Fund Balance","Total Requirements","Primary County Coordinates"
"2009_97_WOODBURY_EXPEND_SA","6/30/2009","97","WOODBURY","$12,311,825","$5,259,762","$12,155,068","$2,442,097","$7,373,269","$2,274,893","$6,598,504","$10,000","$635,040","$2,766,773","$51,827,231","$5,694,344","$0","$57,521,575","$0","$8,202,521","$65,724,096",
"2006_66_MITCHELL_EXPEND_SA","6/30/2006","66","MITCHELL","$1,157,810","$1,175,887","$1,442,781","$599,056","$2,565,000","$294,800","$717,564","$500","$336,790","$1,345,000","$9,635,188","$944,000",,"$10,579,188","$0","$1,633,950","$12,213,138",
"2019_80_RINGGOLD_EXPEND_SA","6/30/2019","80","RINGGOLD","$1,485,909","$959,053","$860,507","$339,909","$3,965,996","$276,217","$949,505","$0","$513,254","$400,000","$9,750,350","$813,975","$0","$10,564,325","$0","$3,798,624","$14,362,949",
"2018_16_CEDAR_EXPEND_SA","6/30/2018","16","CEDAR","$4,103,026","$1,412,565","$1,118,732","$2,109,765","$6,591,500","$544,683","$1,864,377","$6,500","$0","$1,660,000","$19,411,148","$2,419,335","$0","$21,830,483","$0","$3,727,328","$25,557,811",
"2012_64_MARSHALL_EXPEND_SA","6/30/2012","64","MARSHALL","$7,191,950","$953,556","$4,022,465","$1,078,720","$6,012,700","$985,376","$2,467,726","$0","$595,050","$1,262,075","$24,569,618","$2,255,900","$0","$26,825,518","$0","$6,308,027","$33,133,545",
"2022_32_EMMET_EXPEND_SA","6/30/2022","32","EMMET","$2,293,746","$866,204","$282,121","$596,536","$3,959,620","$598,306","$1,304,174","$200,000","$0","$71,400","$10,172,107","$1,180,449","$0","$11,352,556","$0","$4,710,237","$16,062,793",
"2025_48_IOWA_EXPEND_SA","6/30/2025","48","IOWA","$8,015,283","$2,014,030","$0","$1,250,021","$7,816,426","$978,763","$2,414,204","$71,460","$1,583,007","$7,021,188","$31,164,382","$1,326,500","$0","$32,490,882","$0","$7,453,812","$39,944,694",
"2012_97_WOODBURY_EXPEND_SA","6/30/2012","97","WOODBURY","$13,114,874","$5,237,704","$11,969,388","$2,349,710","$7,062,740","$2,279,970","$6,398,202","$10,000","$854,372","$2,398,826","$51,675,786","$6,444,306","$0","$58,120,092","$0","$4,738,818","$62,858,910",
"2026_27_DECATUR_EXPEND_SA","6/30/2026","27","DECATUR","$2,404,419","$801,443","$0","$1,295,333","$4,446,665","$485,226","$1,293,502","$0","$254,810","$0","$10,981,398","$693,373","$0","$11,674,771","$0","$4,190,244","$15,865,015",
"2023_30_DICKINSON_EXPEND_SA","6/30/2023","30","DICKINSON","$3,317,559","$658,597","$0","$8,257,784","$6,244,910","$1,045,316","$4,801,387","$231,300","$1,318,106","$3,070,755","$28,945,714","$5,300,415","$0","$34,246,129","$0","$12,633,820","$46,879,949",
"2006_81_SAC_EXPEND_SA","6/30/2006","81","SAC","$1,559,600","$541,678","$1,254,650","$575,893","$3,343,260","$295,961","$926,155","$0","$0","$1,065,000","$9,562,197","$802,081",,"$10,364,278","$0","$1,866,508","$12,230,786",
"2019_65_MILLS_EXPEND_SA","6/30/2019","65","MILLS","$4,326,579","$2,242,199","$314,412","$2,185,413","$6,796,951","$609,012","$3,135,861","$0","$653,475","$2,441,211","$22,705,113","$2,390,737","$0","$25,095,850","$0","$4,426,117","$29,521,967",
"2026_12_BUTLER_EXPEND_SA","6/30/2026","12","BUTLER","$3,741,114","$1,700,675","$0","$3,044,352","$7,939,400","$1,012,915","$2,662,022","$2,500","$1,353,858","$4,543,000","$25,999,836","$5,154,056","$0","$31,153,892","$0","$6,578,337","$37,732,229",
"2010_97_WOODBURY_EXPEND_SA","6/30/2010","97","WOODBURY","$12,683,957","$5,556,874","$12,275,353","$2,154,481","$7,751,824","$2,333,560","$5,778,740","$0","$727,160","$3,532,966","$52,794,915","$6,475,038","$0","$59,269,953","$0","$7,212,827","$66,482,780",
"2018_87_TAYLOR_EXPEND_SA","6/30/2018","87","TAYLOR","$1,608,054","$1,396,615","$95,509","$281,172","$4,298,000","$393,060","$813,244","$0","$961,724","$900,000","$10,747,378","$825,962","$0","$11,573,340","$0","$2,987,820","$14,561,160",
"2009_48_IOWA_EXPEND_SA","6/30/2009","48","IOWA","$2,487,573","$911,310","$1,581,290","$913,332","$5,272,720","$489,574","$1,531,990","$57,032","$642,289","$2,217,310","$16,104,420","$1,423,780","$0","$17,528,200","$0","$3,174,231","$20,702,431",
"2024_31_DUBUQUE_EXPEND_SA","6/30/2024","31","DUBUQUE","$20,078,269","$6,023,712","$0","$4,830,139","$10,664,978","$2,896,335","$7,223,860","$1,100,000","$2,504,091","$6,375,000","$61,696,384","$9,240,039","$0","$70,936,423","$0","$22,330,176","$93,266,599",
"2015_51_JEFFERSON_EXPEND_SA","6/30/2015","51","JEFFERSON","$2,841,164","$990,291","$794,315","$666,128","$3,420,814","$552,937","$1,037,479","$4,200","$253,450","$332,500","$10,893,278","$1,209,814","$0","$12,103,092","$0","$3,156,671","$15,259,763",
"2016_21_CLAY_EXPEND_SA","6/30/2016","21","CLAY","$2,903,107","$794,288","$542,899","$1,521,382","$5,437,184","$454,767","$1,752,712","$0","$500,348","$3,135,150","$17,041,837","$2,781,558","$0","$19,823,395","$0","$3,615,942","$23,439,337",
"2021_49_JACKSON_EXPEND_SA","6/30/2021","49","JACKSON","$2,924,084","$528,006","$562,431","$2,287,074","$6,490,386","$819,794","$2,156,390","$0","$0","$693,100","$16,461,265","$1,341,400","$0","$17,802,665","$0","$6,570,523","$24,373,188",
"2008_25_DALLAS_EXPEND_SA","6/30/2008","25","DALLAS","$6,560,601","$3,078,057","$4,784,613","$2,953,971","$5,556,514","$1,532,542","$3,711,305","$32,050","$1,335,874","$4,076,194","$33,621,721","$3,166,127","$0","$36,787,848","$0","$8,144,464","$44,932,312",
"2008_80_RINGGOLD_EXPEND_SA","6/30/2008","80","RINGGOLD","$862,510","$756,392","$952,171","$275,892","$2,530,329","$241,455","$1,111,644","$12,500","$238,681","$2,712,000","$9,693,574","$547,182","$0","$10,240,756","$0","$290,824","$10,531,580",
"2019_33_FAYETTE_EXPEND_SA","6/30/2019","33","FAYETTE","$4,095,608","$444,649","$875,030","$1,952,218","$6,241,271","$849,625","$1,752,780","$29,650","$0","$4,161,850","$20,402,681","$2,283,522","$0","$22,686,203","$0","$3,054,592","$25,740,795",
"2011_30_DICKINSON_EXPEND_SA","6/30/2011","30","DICKINSON","$2,256,119","$575,024","$1,487,323","$2,200,101","$3,697,540","$606,016","$1,803,778","$105,000","$1,966,874","$1,555,882","$16,253,657","$2,854,176","$0","$19,107,833","$0","$7,125,435","$26,233,268",
"2018_48_IOWA_EXPEND_SA","6/30/2018","48","IOWA","$4,832,669","$1,322,545","$681,882","$1,076,596","$6,954,000","$676,048","$2,817,908","$79,080","$661,767","$3,345,103","$22,447,598","$1,315,000","$0","$23,762,598","$0","$6,635,089","$30,397,687",
"2007_14_CARROLL_EXPEND_SA","6/30/2007","14","CARROLL","$2,447,940","$1,014,682","$2,974,649","$834,209","$3,827,500","$411,421","$1,208,158","$250,000","$119,000","$912,360","$13,999,919","$1,071,600",,"$15,071,519","$0","$2,217,847","$17,289,366",
"2011_53_JONES_EXPEND_SA","6/30/2011","53","JONES","$2,133,408","$831,163","$2,746,599","$754,016","$5,560,840","$578,586","$1,372,055","$118,645","$36,524","$1,225,000","$15,356,836","$1,932,500","$0","$17,289,336","$0","$1,910,948","$19,200,284",
"2007_56_LEE_EXPEND_SA","6/30/2007","56","LEE","$3,484,240","$3,698,989","$4,313,544","$1,273,781","$3,754,607","$1,000,264","$2,137,445","$0","$1,839,640","$1,270,000","$22,772,510","$1,022,000",,"$23,794,510","$0","$3,593,111","$27,387,621",
"2021_99_WRIGHT_EXPEND_SA","6/30/2021","99","WRIGHT","$4,234,742","$2,061,232","$386,700","$1,458,106","$5,255,849","$643,082","$1,704,285","$62,962","$3,569,590","$2,374,000","$21,750,548","$1,976,395","$0","$23,726,943","$0","$3,228,546","$26,955,489",
"2009_90_WAPELLO_EXPEND_SA","6/30/2009","90","WAPELLO","$3,491,820","$1,719,530","$4,711,481","$924,732","$3,436,685","$616,554","$2,658,355","$128,387","$0","$1,040,000","$18,727,544","$1,100,000","$0","$19,827,544","$0","$6,710,798","$26,538,342",
"2016_48_IOWA_EXPEND_SA","6/30/2016","48","IOWA","$4,486,623","$1,103,652","$814,883","$1,139,103","$5,966,503","$806,738","$1,535,505","$117,761","$2,314,756","$1,058,000","$19,343,524","$1,315,000","$0","$20,658,524","$0","$5,850,545","$26,509,069",
"2013_43_HARRISON_EXPEND_SA","6/30/2013","43","HARRISON","$2,206,470","$1,462,858","$2,053,750","$910,022","$5,703,000","$512,506","$1,960,725","$0","$227,600","$1,168,500","$16,205,431","$1,590,000","$0","$17,795,431","$0","$7,391,886","$25,187,317",
"2023_77_POLK_EXPEND_SA","6/30/2023","77","POLK","$95,902,084","$49,267,616","$24,306,253","$29,327,200","$13,569,489","$9,546,704","$41,518,128","$0","$27,489,743","$26,500,472","$317,427,689","$116,215,362","$0","$433,643,051","$0","$215,686,208","$649,329,259",
"2023_83_SHELBY_EXPEND_SA","6/30/2023","83","SHELBY","$3,088,978","$676,408","$0","$756,470","$6,614,577","$489,536","$2,048,107","$1,128,402","$736,700","$1,112,018","$16,651,196","$4,539,901","$0","$21,191,097","$0","$2,349,693","$23,540,790",
"2026_44_HENRY_EXPEND_SA","6/30/2026","44","HENRY","$6,321,755","$1,758,583","$0","$1,315,384","$6,460,682","$962,015","$2,663,356","$61,500","$640,624","$1,689,830","$21,873,729","$2,088,542","$0","$23,962,271","$0","$5,684,958","$29,647,229",
"2006_8_BOONE_EXPEND_SA","6/30/2006","8","BOONE","$2,620,770","$770,344","$2,282,895","$1,031,077","$4,572,200","$770,466","$1,276,061","$0","$414,445","$1,059,200","$14,797,458","$1,716,169",,"$16,513,627","$0","$2,872,882","$19,386,509",
"2007_41_HANCOCK_EXPEND_SA","6/30/2007","41","HANCOCK","$1,320,883","$3,146,862","$1,300,000","$542,860","$4,248,000","$315,298","$1,116,824","$6,750","$0","$1,485,000","$13,482,477","$1,725,000",,"$15,207,477","$0","$5,168,739","$20,376,216",
"2023_47_IDA_EXPEND_SA","6/30/2023","47","IDA","$1,428,561","$329,798","$0","$1,050,329","$4,572,310","$395,433","$1,016,286","$0","$1,736,082","$15,232,804","$25,761,603","$2,998,142","$0","$28,759,745","$0","$4,688,666","$33,448,411",
"2024_98_WORTH_EXPEND_SA","6/30/2024","98","WORTH","$2,930,381","$1,257,298","$0","$1,123,768","$5,486,135","$554,534","$3,030,353","$0","$946,873","$820,000","$16,149,342","$1,415,965","$0","$17,565,307","$0","$5,245,710","$22,811,017",
"2006_23_CLINTON_EXPEND_SA","6/30/2006","23","CLINTON","$4,917,339","$1,337,354","$7,398,469","$1,311,065","$4,969,946","$1,055,314","$2,472,503","$292,000","$0","$1,056,700","$24,810,690","$689,037",,"$25,499,727","$0","$3,583,954","$29,083,681",
"2010_20_CLARKE_EXPEND_SA","6/30/2010","20","CLARKE","$1,864,815","$1,087,215","$1,277,372","$255,915","$2,867,450","$368,372","$818,454","$0","$258,870","$728,500","$9,526,963","$572,918","$0","$10,099,881","$0","$1,157,081","$11,256,962",
"2016_63_MARION_EXPEND_SA","6/30/2016","63","MARION","$4,521,241","$2,623,664","$1,140,803","$1,976,368","$6,403,328","$978,322","$2,831,798","$0","$450,000","$983,211","$21,908,735","$2,304,370","$0","$24,213,105","$0","$11,614,524","$35,827,629",
"2014_47_IDA_EXPEND_SA","6/30/2014","47","IDA","$775,208","$307,166","$220,657","$389,447","$2,909,803","$260,203","$717,251","$0","$0","$570,000","$6,149,735","$1,000,461","$0","$7,150,196","$0","$2,742,284","$9,892,480",
"2018_97_WOODBURY_EXPEND_SA","6/30/2018","97","WOODBURY","$17,112,446","$5,107,929","$1,806,855","$2,766,917","$8,708,179","$2,671,897","$6,669,153","$20,000","$2,220,186","$5,886,580","$52,970,142","$9,987,470","$0","$62,957,612","$0","$10,845,801","$73,803,413",
"2015_31_DUBUQUE_EXPEND_SA","6/30/2015","31","DUBUQUE","$13,879,168","$12,767,024","$5,160,906","$3,093,966","$8,146,912","$1,324,523","$4,134,843","$914,788","$590,264","$5,419,607","$55,432,001","$6,803,299","$0","$62,235,300","$0","$15,705,796","$77,941,096",
"2008_52_JOHNSON_EXPEND_SA","6/30/2008","52","JOHNSON","$14,885,587","$7,683,826","$14,221,785","$2,915,857","$6,698,375","$2,051,626","$6,355,539","$0","$831,084","$10,292,390","$65,936,069","$19,105,076","$0","$85,041,145","$0","$11,141,667","$96,182,812",
"2010_80_RINGGOLD_EXPEND_SA","6/30/2010","80","RINGGOLD","$979,187","$842,171","$973,944","$254,991","$2,810,058","$273,951","$1,369,252","$12,500","$42,682","$3,103,500","$10,662,236","$608,522","$0","$11,270,758","$0","$736,333","$12,007,091",
"2021_94_WEBSTER_EXPEND_SA","6/30/2021","94","WEBSTER","$6,147,857","$4,656,243","$1,088,310","$2,352,140","$9,281,200","$1,178,620","$3,373,512","$0","$3,038,350","$13,022,538","$44,138,770","$5,986,807","$0","$50,125,577","$0","$15,006,275","$65,131,852",
"2025_55_KOSSUTH_EXPEND_SA","6/30/2025","55","KOSSUTH","$6,460,836","$340,626","$0","$1,093,419","$10,059,450","$1,063,907","$3,725,112","$71,032","$0","$2,230,000","$25,044,382","$3,781,126","$0","$28,825,508","$0","$7,327,291","$36,152,799",
"2024_80_RINGGOLD_EXPEND_SA","6/30/2024","80","RINGGOLD","$2,056,065","$1,045,808","$0","$503,135","$4,894,965","$340,962","$1,139,520","$0","$189,700","$1,390,000","$11,560,155","$920,000","$0","$12,480,155","$0","$3,684,627","$16,164,782",
"2013_15_CASS_EXPEND_SA","6/30/2013","15","CASS","$2,459,672","$512,095","$2,582,950","$451,574","$4,783,234","$475,983","$1,351,445","$1,185,649","$310,292","$1,909,709","$16,022,603","$2,419,415","$0","$18,442,018","$0","$1,312,765","$19,754,783",
"2005_85_STORY_EXPEND_SA","6/30/2005","85","STORY","$7,293,602","$1,898,803","$8,171,275","$2,266,251","$4,601,425","$1,109,757","$4,110,270","$0","$1,193,808","$2,741,000","$33,386,191","$2,236,609",,"$35,622,800","$0","$7,043,745","$42,666,545",
"2020_97_WOODBURY_EXPEND_SA","6/30/2020","97","WOODBURY","$19,583,537","$5,603,015","$4,478,207","$3,815,373","$8,881,404","$2,598,275","$6,469,419","$874,060","$1,440,523","$4,436,581","$58,180,394","$9,209,738","$0","$67,390,132","$0","$11,474,931","$78,865,063",
"2008_57_LINN_EXPEND_SA","6/30/2008","57","LINN","$20,755,972","$15,957,338","$28,946,501","$5,735,215","$10,802,533","$3,431,279","$10,180,383","$17,854","$1,249,380","$2,350,000","$99,426,455","$10,133,029","$0","$109,559,484","$0","$21,162,383","$130,721,867",
"2014_76_POCAHONTAS_EXPEND_SA","6/30/2014","76","POCAHONTAS","$1,844,687","$1,444,211","$732,230","$1,041,643","$4,341,439","$364,110","$1,410,993","$10,385","$0","$790,000","$11,979,698","$1,090,000","$0","$13,069,698","$0","$3,458,756","$16,528,454",
"2016_95_WINNEBAGO_EXPEND_SA","6/30/2016","95","WINNEBAGO","$1,830,894","$1,364,032","$820,658","$967,935","$3,485,675","$595,062","$1,935,382","$9,990","$2,344,078","$510,461","$13,864,167","$1,566,652","$0","$15,430,819","$0","$1,669,676","$17,100,495",
"2017_96_WINNESHIEK_EXPEND_SA","6/30/2017","96","WINNESHIEK","$2,988,035","$1,407,576","$970,129","$1,971,366","$7,059,400","$627,956","$2,694,641","$6,000","$0","$5,293,000","$23,018,103","$2,596,619","$0","$25,614,722","$0","$5,984,421","$31,599,143",
"2025_94_WEBSTER_EXPEND_SA","6/30/2025","94","WEBSTER","$10,004,795","$3,731,564","$0","$3,399,406","$10,166,218","$1,281,793","$7,012,348","$10,000","$4,020,520","$11,239,600","$50,866,244","$8,382,190","$0","$59,248,434","$0","$30,725,312","$89,973,746",
"2015_62_MAHASKA_EXPEND_SA","6/30/2015","62","MAHASKA","$3,236,003","$805,535","$913,372","$812,688","$5,230,000","$641,433","$1,271,695","$925,000","$8,490","$160,000","$14,004,216","$2,042,135","$0","$16,046,351","$0","$6,685,547","$22,731,898",
"2013_30_DICKINSON_EXPEND_SA","6/30/2013","30","DICKINSON","$2,315,500","$591,120","$1,679,330","$2,460,624","$3,499,982","$746,133","$1,954,225","$196,000","$1,723,617","$1,960,000","$17,126,531","$3,080,027","$0","$20,206,558","$0","$7,443,217","$27,649,775",
"2025_38_GRUNDY_EXPEND_SA","6/30/2025","38","GRUNDY","$3,176,168","$625,862","$0","$1,577,000","$7,362,883","$664,756","$3,597,188","$0","$996,150","$8,361,581","$26,361,588","$3,136,831","$0","$29,498,419","$0","$4,376,733","$33,875,152",
"2014_15_CASS_EXPEND_SA","6/30/2014","15","CASS","$2,536,483","$535,357","$1,171,840","$510,358","$4,775,000","$664,921","$1,577,383","$1,197,589","$234,369","$1,398,053","$14,601,353","$2,678,073","$0","$17,279,426","$0","$1,983,083","$19,262,509",
"2009_85_STORY_EXPEND_SA","6/30/2009","85","STORY","$8,992,934","$1,932,354","$9,342,580","$2,931,561","$4,841,154","$1,846,826","$4,544,235","$0","$1,207,818","$2,003,508","$37,642,970","$2,150,000","$0","$39,792,970","$0","$5,354,467","$45,147,437",
"2011_9_BREMER_EXPEND_SA","6/30/2011","9","BREMER","$3,252,766","$1,119,888","$2,310,367","$1,233,673","$4,059,700","$621,507","$1,495,186","$83,000","$466,036","$2,847,000","$17,489,123","$2,639,906","$0","$20,129,029","$0","$8,329,499","$28,458,528",
"2014_91_WARREN_EXPEND_SA","6/30/2014","91","WARREN","$4,729,099","$4,133,726","$1,135,329","$1,271,953","$6,711,413","$899,764","$2,670,614","$0","$46,332","$2,487,662","$24,085,892","$2,978,175","$0","$27,064,067","$0","$7,373,678","$34,437,745",
"2012_74_PALO ALTO_EXPEND_SA","6/30/2012","74","PALO ALTO","$1,688,484","$364,107","$1,560,386","$1,635,536","$4,232,339","$427,491","$1,235,869","$0","$1,189,678","$5,489,280","$17,823,170","$1,281,252","$0","$19,104,422","$0","$455,176","$19,559,598",
"2006_49_JACKSON_EXPEND_SA","6/30/2006","49","JACKSON","$1,391,506","$419,988","$2,088,198","$924,721","$3,763,834","$402,154","$1,088,052","$144,246","$30,729","$499,313","$10,752,741","$750,000",,"$11,502,741","$0","$3,654,300","$15,157,041",
"2023_62_MAHASKA_EXPEND_SA","6/30/2023","62","MAHASKA","$4,339,691","$817,780","$0","$1,514,436","$8,235,450","$715,010","$3,799,326","$50,000","$1,455,532","$9,148,037","$30,075,262","$2,586,598","$0","$32,661,860","$0","$8,960,426","$41,622,286",
"2025_79_POWESHIEK_EXPEND_SA","6/30/2025","79","POWESHIEK","$4,941,786","$533,666","$0","$853,380","$8,856,912","$886,816","$2,023,033","$142,560","$1,260,748","$1,080,037","$20,578,938","$5,003,089","$0","$25,582,027","$0","$9,931,685","$35,513,712",
"2016_81_SAC_EXPEND_SA","6/30/2016","81","SAC","$2,433,956","$785,047","$610,533","$852,290","$5,253,200","$487,207","$1,433,727","$0","$55,000","$1,042,000","$12,952,960","$1,504,107","$0","$14,457,067","$0","$3,911,691","$18,368,758",
"2009_2_ADAMS_EXPEND_SA","6/30/2009","2","ADAMS","$835,034","$453,670","$495,361","$664,839","$2,599,800","$215,781","$619,930","$42,572","$287,869","$1,351,221","$7,566,077","$612,887","$0","$8,178,964","$0","$1,408,591","$9,587,555",
"2024_48_IOWA_EXPEND_SA","6/30/2024","48","IOWA","$7,516,047","$1,916,209","$0","$1,157,949","$8,714,236","$890,846","$3,669,561","$81,200","$942,580","$3,210,000","$28,098,628","$1,326,500","$0","$29,425,128","$0","$6,318,307","$35,743,435",
"2018_91_WARREN_EXPEND_SA","6/30/2018","91","WARREN","$5,592,741","$3,468,208","$1,109,726","$1,558,021","$6,654,030","$967,306","$3,071,209","$0","$96,138","$2,064,000","$24,581,379","$3,242,550","$0","$27,823,929","$0","$10,220,761","$38,044,690",
"2007_83_SHELBY_EXPEND_SA","6/30/2007","83","SHELBY","$1,560,263","$433,785","$1,963,496","$334,152","$4,596,232","$363,788","$994,550","$55,820","$221,138","$644,268","$11,167,492","$1,553,628",,"$12,721,120","$0","$2,435,646","$15,156,766",
"2017_28_DELAWARE_EXPEND_SA","6/30/2017","28","DELAWARE","$2,845,741","$569,405","$1,663,787","$1,022,439","$6,406,213","$771,031","$2,219,477","$44,300","$469,728","$2,003,930","$18,016,051","$2,453,493","$0","$20,469,544","$0","$4,921,016","$25,390,560",
"2005_62_MAHASKA_EXPEND_SA","6/30/2005","62","MAHASKA","$2,661,437","$868,999","$2,493,683","$665,774","$3,930,600","$474,834","$1,079,145","$630,000","$0","$1,048,000","$13,852,472","$1,343,534",,"$15,196,006","$0","$9,736,963","$24,932,969",
"2011_41_HANCOCK_EXPEND_SA","6/30/2011","41","HANCOCK","$1,423,545","$1,651,005","$1,549,000","$529,713","$4,713,300","$339,827","$944,349","$1,950","$0","$1,269,000","$12,421,689","$1,715,000","$0","$14,136,689","$0","$3,723,409","$17,860,098",
"2024_16_CEDAR_EXPEND_SA","6/30/2024","16","CEDAR","$5,606,589","$2,042,911","$0","$2,323,744","$7,820,500","$700,355","$3,372,507","$8,400","$718,155","$5,770,600","$28,363,761","$3,307,002","$0","$31,670,763","$0","$3,931,227","$35,601,990",
"2013_86_TAMA_EXPEND_SA","6/30/2013","86","TAMA","$3,419,500","$1,494,423","$1,514,095","$810,642","$7,238,543","$505,470","$1,285,454","$7,750","$0","$2,664,774","$18,940,651","$2,229,846","$0","$21,170,497","$0","$3,541,246","$24,711,743",
"2011_99_WRIGHT_EXPEND_SA","6/30/2011","99","WRIGHT","$1,782,846","$3,416,655","$1,575,095","$1,088,297","$3,945,750","$504,315","$1,179,346","$26,720","$247,645","$1,206,000","$14,972,669","$1,552,481","$0","$16,525,150","$0","$3,264,441","$19,789,591",
"2012_42_HARDIN_EXPEND_SA","6/30/2012","42","HARDIN","$3,527,337","$262,093","$1,950,470","$1,148,961","$5,055,368","$480,656","$1,615,759","$259,180","$918,363","$3,456,800","$18,674,987","$2,841,618","$0","$21,516,605","$0","$7,584,723","$29,101,328",
